Review_ID,included_No,Reviewer_ID,EndNote_Index,Pubmed_ID,Year,Article_Name,Review_Date,First_Author,Key_words,Research_Design(Primary Objective),Review/Original,Study_Design_Type,Database/Datasource,Analytic_tool,Country/district ,X,Y,Z,Association_Type,Unit_of_Analysis,Check_List,Mention_Missing_Data,Assessed_Missing_Data,Rate_of_Article,Include_in_Research,Exclusion Reason,Other_Notes,
341,16,,4678,23811246,2013,Association between body mass index and quality of split bowel preparation,12/21/20,"Fayad, N. F.","Aged
Body Mass Index
Cathartics/*administration & dosage/*pharmacology
*Colonoscopy
Cross-Sectional Studies
Female
Humans
Indiana
Male
Middle Aged
*Obesity
Preoperative Care/*methods/*standards
Retrospective Studies
Adenoma Detection
Bmi
Ci
Cprs
Colonoscopy Preparation
Colorectal Cancer Screening
Or
Overweight
Vamc
Veterans Affairs Medical Center
computerized patient record system
confidence interval
odds ratio",to investigated whether body-mass index (BMI) is an independent risk factor for inadequate bowel preparation in patients who receive split preparation regimens.,Original,cross-sectional study, Richard L. Roudebush Veterans Affairs Medical Center (VAMC) in Indianapolis,Didn't mention,USA,Patient characteristics, bowel preparation quality,,Association,Patient,No,"Yes, limitation","Yes, excluded",,Yes,,,
342,,,1645,22262595,2012,Statistical approaches to group sequential monitoring of postmarket safety surveillance data: current state of the art for use in the Mini-Sentinel pilot,12/21/20,"Cook, A. J.","Cohort Studies
*Drug-Related Side Effects and Adverse Reactions
Electronic Health Records/statistics & numerical data
Humans
*Models, Statistical
Outcome Assessment, Health Care
Pilot Projects
Product Surveillance, Postmarketing/*methods
Prospective Studies
Regression Analysis
United States
United States Food and Drug Administration",,,,,,,,,,,,,,,,,Methodology papers (,,
343,17,,1694,22183839,2012,Recalibrating the Gram stain diagnosis of male urethritis in the era of nucleic acid amplification testing,12/21/20,"Rietmeijer, C. A.","Chlamydia Infections/*diagnosis/microbiology
Chlamydia trachomatis/genetics/*isolation & purification
Colorado
Confidence Intervals
Electronic Health Records
Gentian Violet
Gonorrhea/*diagnosis/microbiology
Humans
Male
Neisseria gonorrhoeae/genetics/*isolation & purification
Nucleic Acid Amplification Techniques/methods
Phenazines
Retrospective Studies
Sexually Transmitted Diseases/diagnosis/microbiology
Urethritis/*diagnosis",To evaluate Ct and Ng positivity at different strata of polymorphonuclear cells (PMN) per high power field (hpf) GSS microscopy.,Original,retrospective cohort study,electronic medical record system of the Denver Metro Health Clinic,Didn't mention,USA,"Gram Stain
Stratum",Chlamydia and Gonorrhea Positivity ,,Association,Patient,No,No,No,,Yes,,,
344,,,522,21182150,2011,Combining electronic healthcare databases in Europe to allow for large-scale drug safety monitoring: the EU-ADR Project,12/21/20,"Coloma, P. M.","*Clinical Trials, Phase IV as Topic
Cohort Studies
*Databases, Factual
Drug Utilization
*Drug-Related Side Effects and Adverse Reactions
Electronic Data Processing
Europe
Humans
Medical Records Systems, Computerized
*Product Surveillance, Postmarketing
Terminology as Topic"," To describe the framework, process, and preliminary results of combining data from European
electronic healthcare record (EHR) databases for large-scale monitoring of drug safety.",,,,,,,,,,,,,,,,Methodology papers (,,
345,,,330,24026601,2013,"Implementation of an outpatient electronic health record and emergency department visits, hospitalizations, and office visits among patients with diabetes",12/21/20,"Reed, M.","Adolescent
Adult
Aged
Ambulatory Care Facilities
California
Child
Child, Preschool
Cohort Studies
Delivery of Health Care, Integrated
Diabetes Mellitus/*therapy
Electronic Health Records/*statistics & numerical data
Emergency Service, Hospital/*statistics & numerical data
Female
Health Maintenance Organizations
Hospitalization/*statistics & numerical data
Humans
Infant
Male
Middle Aged
Multivariate Analysis
Office Visits/*statistics & numerical data
Outpatients
Registries/statistics & numerical data
Young Adult","to encourage the meaningful use of electronic health records (EHRs). Although the use of EHRs has potential to improve patient health outcomes, the existing evidence has been limited and inconsistent.",,,,,,,,,,,,,,,,"Technology question(Database build, data collection, datatransmission, IT infrastruction )",,
346,18,,4634,21505781,2012,Risk and protective factors for pregnancy outcomes for urban Aboriginal and non-Aboriginal mothers and infants: the Gudaga cohort,12/22/20,"Comino, E.","Adult
Australia/epidemiology
Birth Weight
Cohort Studies
Delivery, Obstetric/*statistics & numerical data
European Continental Ancestry Group/*statistics & numerical data
Female
Gestational Age
Hospitals, Urban/*statistics & numerical data
Humans
Infant
Infant, Newborn
Logistic Models
Male
Maternal Age
Mothers
Multivariate Analysis
Oceanic Ancestry Group/*statistics & numerical data
Pregnancy
Pregnancy Outcome/*ethnology
Residence Characteristics
Risk Factors
Smoking/adverse effects
Socioeconomic Factors
Urban Population
Young Adult",To describe delivery and birth outcomes of Aboriginal infants and their mothers in an urban setting on the east coast of Australia. ,Original,retrospective cohort study,Powerchart (Hospital EHR,SPSS,Australia,patient risk factors ,maternal and infant pregnancy out- comes,,Association,Patient,No,"Yes, limitation",No,,Yes,,,
347,,,1517,22462409,2012,The role of ICT in supporting disruptive innovation: a multi-site qualitative study of nurse practitioners in emergency departments,6/26/21,"Li, J.","Attitude of Health Personnel
Australia
Cross-Sectional Studies
Delivery of Health Care, Integrated
*Diffusion of Innovation
Electronic Health Records/*statistics & numerical data
*Emergency Service, Hospital/organization & administration
Health Services Research
Holistic Health
Humans
Interviews as Topic
*Medical Informatics
Nurse Administrators/psychology/statistics & numerical data
Nurse Practitioners/*psychology/statistics & numerical data
Outcome and Process Assessment, Health Care/standards
Physician Executives/psychology/statistics & numerical data
Qualitative Research
Quality Improvement
Safety Management/standards
Surveys and Questionnaires
Workforce",,,,,,,,,,,,,,,,,"Physician behavior, system evaluation, health services research [I.e., not biomedical]",,
348,19,,804,24222835,2013,Type and timing of heralding in ST-elevation and non-ST-elevation myocardial infarction: an analysis of prospectively collected electronic healthcare records linked to the national registry of acute coronary syndromes,7/6/21,"Herrett, E.","Acute Coronary Syndrome/epidemiology
Aged
Chest Pain/epidemiology/etiology
Coronary Artery Disease/diagnosis/epidemiology
Electronic Health Records/statistics & numerical data
England/epidemiology
Female
Humans
Male
Myocardial Infarction/*epidemiology
Prevalence
Prospective Studies
Registries
Risk Factors
Time Factors
Wales/epidemiology
Cardiovascular diseases
epidemiology
myocardial infarction",To compare the evolution of atherosclerotic disease and cardiovascular risk between people going on to experience STEMI and NSTEMI.,Original,Prospective cohort study," national registry of myocardial infarction for England and Wales (Myocardial Ischaemia National Audit Project), for whom linked primary care records were available in the General Practice Research Database (as part of the CALIBER collaboration).",Stata,USA,Type and timing of heralding in ST-elevation and non-ST-elevation myocardial infarction,evolution of atherosclerotic disease and cardiovascular risk,,Association,Patient,No,"Yes, data description",No,,Yes,,,
349,20,,3043,22278427,2012,Rate of bone density change does not enhance fracture prediction in routine clinical practice,7/6/21,"Leslie, W. D.","Absorptiometry, Photon
Adult
Aged
Aged, 80 and over
Biomarkers
*Bone Density
Cohort Studies
Databases, Factual
Female
Femur Neck
Hip
Humans
Kinetics
Lumbar Vertebrae
Manitoba/epidemiology
Medical Record Linkage
Middle Aged
Osteoporotic Fractures/*epidemiology
Proportional Hazards Models
Retrospective Studies",To better define rate of BMD loss as a contributor to fracture risk in routine clinical practice.,Original,retrospective cohort study,Canada population based computerized health databases.,"SPSS, Statistica",Canada,Rate of Bone Density Change,fracture prediction,,Association,Patient,No,No,No,,Yes,,,
350,,,4899,20713823,2010,"The risk of depression, anxiety, and suicidality in patients with psoriasis: a population-based cohort study",7/6/21,"Kurd, S. K.","Adolescent
Adult
Aged
Aged, 80 and over
Anxiety/epidemiology/*etiology
Cohort Studies
Databases, Factual
Depression/epidemiology/*etiology
Family Practice/statistics & numerical data
Female
Humans
Male
Middle Aged
Proportional Hazards Models
Psoriasis/*complications/psychology
Severity of Illness Index
Suicide/*statistics & numerical data
United Kingdom/epidemiology
Young Adult",,,,,,,,,,,,,,,,,Registry (data where a human being has abstracted the data [adds data quality; avoid curated data]),,
351,,,4073,20134279,2010,Improving heart failure symptom recognition: a diary analysis,7/6/21,"White, M. M.","Adult
Aged
Aged, 80 and over
California
Cohort Studies
Female
Health Behavior
*Heart Failure/complications/diagnosis/prevention & control
Humans
Male
*Medical Records
Middle Aged
Nursing Evaluation Research
*Patient Compliance/psychology/statistics & numerical data
Patient Education as Topic/*organization & administration
Pilot Projects
Reminder Systems
*Self Care/methods/psychology
Water-Electrolyte Imbalance/diagnosis/etiology/prevention & control
*Weight Gain",,,,,,,,,,,,,,,,,Patient generated health data only,,
352,21,,5017,22007937,2011,Predictors of malignancy in patients with cytologically suspicious thyroid nodules,7/6/21,"Castro, M. R.","Adenoma, Oxyphilic
Adult
Aged
Biopsy, Fine-Needle
Carcinoma, Papillary/diagnostic imaging/*pathology/surgery
Female
Humans
Male
Middle Aged
Predictive Value of Tests
Radiation Injuries/pathology
Retrospective Studies
Thyroid Hormones/adverse effects
Thyroid Neoplasms/diagnosis/diagnostic imaging/*pathology/surgery
Thyroid Nodule/diagnostic imaging/*pathology/surgery
Thyrotropin/blood
Ultrasonography","To evaluate the effect of age on likelihood of malignant diagnosis, patients were divided into one of four categories. (1) Age < 30 years, (2) 30–49 years, (3) 50–69 years, (4) ‡ 70 years.",Original,retrospective cohort study,institution EMR,SAS,USA,Patient characteristics,"Malignancy in Patients
with Cytologically Suspicious Thyroid Nodules",,Association,Patient,No,No,No,,Yes,,,
353,,,5460,21659922,2011,Implications of minimizing trauma during conventional cochlear implantation,7/6/21,"Carlson, M. L.","Adolescent
Adult
Aged
Aged, 80 and over
Audiometry, Pure-Tone
Child
Cochlear Implantation/*adverse effects
Cochlear Implants
Female
Hearing Loss, Sensorineural/physiopathology/*surgery
Humans
Male
Middle Aged
Postoperative Period
Retrospective Studies
Speech Perception/*physiology
Treatment Outcome",To describe the relationship between implantation-associated trauma and postoperative speech perception scores among adult and pediatric patients undergoing cochlear implantation using conventional length electrodes and minimally traumatic surgical techniques.,Original,,,,,,,,,,,,,,,EMR data only used to identify the cohort,,
354,,,4164,23184488,2013,The experience of information sharing among primary care clinicians with cancer survivors and their oncologists,7/7/21,"Dicicco-Bloom, B.","Continuity of Patient Care/*organization & administration
Delivery of Health Care
Follow-Up Studies
Health Personnel/*education
Humans
*Information Dissemination
Medical Oncology
Neoplasms/*prevention & control
*Patient Care Planning
Practice Guidelines as Topic/*standards
Primary Health Care/*organization & administration
Survivors",,,,,,,,,,,,,,,,,"Physician behavior, system evaluation, health services research [I.e., not biomedical]",,
355,22,,3743,22904260,2013,The risk of cardiovascular disease in systemic sclerosis: a population-based cohort study,7/7/21,"Man, A.","Adult
Aged
Case-Control Studies
Cohort Studies
Databases, Factual
Female
Humans
Incidence
Male
Middle Aged
Myocardial Infarction/*epidemiology
Peripheral Vascular Diseases/*epidemiology
Scleroderma, Systemic/*epidemiology
Stroke/*epidemiology
United Kingdom/epidemiology
Atherosclerosis
Cardiovascular Disease
Epidemiology
Systemic Sclerosis","To evaluate the risk of incident myocardial
infarction (MI), stroke and peripheral vascular disease
(PVD) in individuals with systemic sclerosis (SSc) in a
general population context.",Original,retrospective cohort study,The Health Improvement Network (THIN),SAS,UK,"(1) incident MIs and strokes, and (2) incident PVD, among individuals with SSc (SSc cohorts) as compared with age-, sex- and entry time-matched individuals without SSc (comparison cohorts)"," risk of developing MI, stroke and PVD.",,Associaiton,Patient,No,"Yes, data cleaning","Yes, Imputation",,Yes,,,
356,,,2556,23425230,2013,Utility of baseline positron emission tomography with computed tomography for predicting endoscopic resectability and survival outcomes in patients with early esophageal adenocarcinoma,7/7/21,"Sun, G.","Adenocarcinoma/*diagnosis/mortality/*surgery
Aged
Esophageal Neoplasms/*diagnosis/mortality/*surgery
Female
Humans
Male
*Multimodal Imaging
*Positron-Emission Tomography
Predictive Value of Tests
Retrospective Studies
Survival Rate
*Tomography, X-Ray Computed",To determine the association of PET/CT findings with histopathological tumor invasion depth and survival outcomes.,Original,,,,,,,,,,,,,,,EMR data only used to identify the cohort,,
